name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunset,moonphase,conditions,description
"New York City,USA",2018-08-18T00:00:00Z,31,23.3,25.9,35.3,23.3,27,22.5,82.2,8.335,100,41.67,0,0,38.9,24.1,277.8,1011.5,65.8,14.8,175.8,15.2,6,2018-08-18T04:09:14Z,2018-08-18T17:49:46Z,0.25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.
"New York City,USA",2018-08-19T00:00:00Z,23.3,21.1,22.5,23.3,21.1,22.5,19,80.8,0.292,100,20.83,0,0,42.5,29.5,48.6,1015.5,99.5,16,52.4,4.6,2,2018-08-19T04:10:13Z,2018-08-19T17:48:19Z,0.27,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.
"New York City,USA",2018-08-20T00:00:00Z,23.8,21.1,22.5,23.8,21.1,22.5,18.3,77.3,0,0,0,0,0,27.7,27.7,55.4,1020.2,96.3,15.9,73.3,6.3,2,2018-08-20T04:11:12Z,2018-08-20T17:46:52Z,0.31,Overcast,Cloudy skies throughout the day.
"New York City,USA",2018-08-21T00:00:00Z,26.1,20.6,23.1,26.1,20.6,23.1,18.8,77.4,0.01,100,4.17,0,0,18.3,18.3,120,1018.1,61.8,16,210.2,18.2,8,2018-08-21T04:12:11Z,2018-08-21T17:45:23Z,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
"New York City,USA",2018-08-22T00:00:00Z,30.5,22.8,25.5,31.7,22.8,26.1,20.3,74.8,12.998,100,25,0,0,47.9,22.3,253,1007.3,74.7,15.8,276,23.9,9,2018-08-22T04:13:10Z,2018-08-22T17:43:54Z,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
"New York City,USA",2018-08-23T00:00:00Z,27.7,20.6,24,27.3,20.6,23.9,14.1,56.2,0.928,100,16.67,0,0,35.3,24.1,319.8,1014.5,31.3,15.9,270,23.3,9,2018-08-23T04:14:09Z,2018-08-23T17:42:23Z,0.41,"Rain, Partially cloudy",Clearing in the afternoon with rain.
"New York City,USA",2018-08-24T00:00:00Z,29.8,20.5,24.7,29.4,20.5,24.6,14.8,55.3,0.936,100,8.33,0,0,11.5,11.5,268.7,1022.7,0.2,16,262.4,23,9,2018-08-24T04:15:07Z,2018-08-24T17:40:52Z,0.44,Rain,Clear conditions throughout the day with rain.
"New York City,USA",2018-08-25T00:00:00Z,27.7,21.1,24.2,28,21.1,24.2,15.7,60,0,0,0,0,0,27.7,14.8,164.1,1025,0.9,16,249.1,21.5,8,2018-08-25T04:16:06Z,2018-08-25T17:39:21Z,0.47,Clear,Clear conditions throughout the day.
"New York City,USA",2018-08-26T00:00:00Z,29.9,21.1,25.2,31.8,21.1,26,18.7,67.9,0,0,0,0,0,35.3,12.8,219.5,1020.6,36.1,16,211.7,18.1,8,2018-08-26T04:17:05Z,2018-08-26T17:37:48Z,0.5,Partially cloudy,Becoming cloudy in the afternoon.
"New York City,USA",2018-08-27T00:00:00Z,32.1,23.1,27.7,36.1,23.1,29.7,21.6,70.3,0,0,0,0,0,27.7,9.5,261.7,1018.8,6.7,15.7,206.8,17.7,8,2018-08-27T04:18:04Z,2018-08-27T17:36:15Z,0.54,Clear,Clear conditions throughout the day.
"New York City,USA",2018-08-28T00:00:00Z,35.5,25.7,30.1,40.7,25.7,33.5,23,67.6,0.232,100,4.17,0,0,38.9,24.1,253.6,1017.1,2.9,14.7,242.7,21,8,2018-08-28T04:19:03Z,2018-08-28T17:34:41Z,0.58,Rain,Clear conditions throughout the day with afternoon rain.
"New York City,USA",2018-08-29T00:00:00Z,34.9,26.7,30.6,39.6,29.5,34.6,22.9,65.1,0.696,100,12.5,0,0,37.1,24.1,252.4,1016.1,2.2,15.9,230.1,19.8,8,2018-08-29T04:20:01Z,2018-08-29T17:33:06Z,0.61,Rain,Clear conditions throughout the day with rain.
"New York City,USA",2018-08-30T00:00:00Z,33.2,26.7,29.7,36,28.7,32.4,21.5,62.6,0.232,100,4.17,0,0,30.2,24.1,327.1,1016.5,7.5,16,225.7,19.6,8,2018-08-30T04:21:00Z,2018-08-30T17:31:31Z,0.65,Rain,Clear conditions throughout the day with late afternoon rain.
"New York City,USA",2018-08-31T00:00:00Z,27.1,22.8,24.2,28.3,22.8,24.2,19,73.1,0.496,100,12.5,0,0,44.6,24.1,69.4,1024,92,15.9,54,4.5,2,2018-08-31T04:21:59Z,2018-08-31T17:29:55Z,0.68,"Rain, Overcast",Cloudy skies throughout the day with rain.
"New York City,USA",2018-09-01T00:00:00Z,26.1,21.7,23.2,26.1,21.7,23.2,17.7,71.2,0,0,0,0,0,20.5,20.5,72.3,1026.3,87.7,15.9,184,15.8,7,2018-09-01T04:22:57Z,2018-09-01T17:28:19Z,0.72,Partially cloudy,Partly cloudy throughout the day.
"New York City,USA",2018-09-02T00:00:00Z,28.7,21.6,24.7,31.1,21.6,25.2,20,75.4,0,0,0,0,0,25.9,16.6,165.1,1024.6,54.5,16,179,15.6,7,2018-09-02T04:23:56Z,2018-09-02T17:26:42Z,0.75,Partially cloudy,Partly cloudy throughout the day.
"New York City,USA",2018-09-03T00:00:00Z,32.2,24.4,28,37.9,24.4,31.1,23.5,77.7,1.176,100,12.5,0,0,9.8,9.8,231.4,1024.2,38.9,15.7,239,20.6,8,2018-09-03T04:24:54Z,2018-09-03T17:25:04Z,0.79,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.
"New York City,USA",2018-09-04T00:00:00Z,34.2,26.1,29.7,38.2,26.1,32.4,22,64.8,0.232,100,4.17,0,0,9.7,9.7,346.5,1023,14.6,16,214.3,18.6,8,2018-09-04T04:25:53Z,2018-09-04T17:23:27Z,0.82,Rain,Clear conditions throughout the day with morning rain.
"New York City,USA",2018-09-05T00:00:00Z,32.8,25.6,28.2,38.1,25.6,30.8,23.1,74.5,0.464,100,8.33,0,0,27.7,18.4,145.4,1023.1,11.4,15.9,218.9,18.8,8,2018-09-05T04:26:51Z,2018-09-05T17:21:48Z,0.86,Rain,Clear conditions throughout the day with rain.
"New York City,USA",2018-09-06T00:00:00Z,34.3,25.5,28.4,41.4,25.5,31,23.5,76.1,0.934,100,16.67,0,0,50,22.3,205.3,1020.4,43.8,15.6,208.7,18,7,2018-09-06T04:27:49Z,2018-09-06T17:20:09Z,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
"New York City,USA",2018-09-07T00:00:00Z,25.5,22.1,24.3,25.5,22.1,24.3,20.9,81.5,0.464,100,8.33,0,0,29.5,19.4,51.1,1020.4,81.1,15.9,58.4,5,2,2018-09-07T04:28:48Z,2018-09-07T17:18:30Z,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
"New York City,USA",2018-09-08T00:00:00Z,22.8,18.7,21.2,22.8,18.7,21.2,15.6,70.8,0.031,100,8.33,0,0,29.5,18.2,29.4,1020,64.2,16,66.6,5.9,3,2018-09-08T04:29:46Z,2018-09-08T17:16:51Z,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
"New York City,USA",2018-09-09T00:00:00Z,18.7,14,16.8,18.7,14,16.8,13.6,82.1,5.545,100,70.83,0,0,38.9,29.5,49.3,1022.9,97.9,15.9,34,2.9,1,2018-09-09T04:30:45Z,2018-09-09T17:15:11Z,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
"New York City,USA",2018-09-10T00:00:00Z,18.8,13.9,16.9,18.8,13.9,16.9,15.6,92,228.784,100,100,0,0,42.5,19.4,59.2,1022.2,100,12.7,42.6,3.7,2,2018-09-10T04:31:43Z,2018-09-10T17:13:31Z,0.03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
"New York City,USA",2018-09-11T00:00:00Z,25.5,18.3,21.3,25.5,18.3,21.3,19.7,90.4,0.307,100,29.17,0,0,14.8,14.8,28.7,1020.2,97.3,12.9,84.1,7.1,3,2018-09-11T04:32:42Z,2018-09-11T17:11:50Z,0.06,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
"New York City,USA",2018-09-12T00:00:00Z,25.6,22.8,23.7,25.6,22.8,23.7,22.6,93.4,5.268,100,37.5,0,0,18.4,18.4,49.4,1023.1,99.1,11,61.7,5.2,3,2018-09-12T04:33:40Z,2018-09-12T17:10:10Z,0.09,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
"New York City,USA",2018-09-13T00:00:00Z,26.5,21.1,22.9,26.5,21.1,22.9,20.9,89,6.344,100,33.33,0,0,24.1,24.1,52.6,1024.4,100,15.3,69.9,6.2,4,2018-09-13T04:34:39Z,2018-09-13T17:08:29Z,0.13,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
"New York City,USA",2018-09-14T00:00:00Z,24.9,21.1,22.7,24.9,21.1,22.7,19.5,82.5,0.464,100,8.33,0,0,76,24.1,49.7,1023.8,100,15.7,56.9,4.9,3,2018-09-14T04:35:37Z,2018-09-14T17:06:48Z,0.16,"Rain, Overcast",Cloudy skies throughout the day with rain.
"New York City,USA",2018-09-15T00:00:00Z,26.7,21.1,23.3,27.9,21.1,23.4,19,77.1,0,0,0,0,0,72.4,14.7,88.9,1022.8,38.2,15.8,132,11.4,5,2018-09-15T04:36:36Z,2018-09-15T17:05:07Z,0.19,Partially cloudy,Partly cloudy throughout the day.
"New York City,USA",2018-09-16T00:00:00Z,28.8,20.6,24.4,31,20.6,24.9,19.2,73.6,0,0,0,0,0,51.4,14.5,226.6,1022.8,6.1,16,221.5,19,8,2018-09-16T04:37:34Z,2018-09-16T17:03:25Z,0.25,Clear,Clear conditions throughout the day.
"New York City,USA",2018-09-17T00:00:00Z,26.5,21.7,23.8,26.5,21.7,23.8,20.8,83.2,0.036,100,8.33,0,0,53.6,16.8,160.3,1019.6,68.6,15.6,97.1,8.6,5,2018-09-17T04:38:33Z,2018-09-17T17:01:44Z,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
"New York City,USA",2018-09-18T00:00:00Z,26.1,22.1,24,26.1,22.1,24,22.3,90.1,18.59,100,41.67,0,0,38.9,23.4,248.1,1008.9,83.2,14.8,48.7,4.2,3,2018-09-18T04:39:32Z,2018-09-18T17:00:02Z,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
"New York City,USA",2018-09-19T00:00:00Z,29.2,21.7,24.5,30.1,21.7,24.8,19.5,75.1,0.232,100,4.17,0,0,31.7,14.8,80.6,1012.9,37.3,16,191.8,16.6,7,2018-09-19T04:40:31Z,2018-09-19T16:58:21Z,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
"New York City,USA",2018-09-20T00:00:00Z,24.2,18.8,21,24.2,18.8,21,16.2,74.4,0.509,100,12.5,0,0,59,14.1,88.7,1022.4,98.3,15.9,110.4,9.5,4,2018-09-20T04:41:30Z,2018-09-20T16:56:39Z,0.36,"Rain, Overcast",Cloudy skies throughout the day with rain.
"New York City,USA",2018-09-21T00:00:00Z,23.3,20.6,21.7,23.3,20.6,21.7,17.5,77.1,1.168,100,16.67,0,0,76,21.3,192.3,1022,100,15.8,55.3,4.8,2,2018-09-21T04:42:29Z,2018-09-21T16:54:58Z,0.39,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.
"New York City,USA",2018-09-22T00:00:00Z,23.8,19.2,22.3,23.8,19.2,22.3,15,65,0.232,100,4.17,0,0,62.7,23.4,301.8,1019,23.9,16,172.3,14.9,9,2018-09-22T04:43:28Z,2018-09-22T16:53:16Z,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
"New York City,USA",2018-09-23T00:00:00Z,19.9,17.7,18.7,19.9,17.7,18.7,13.9,73.7,0,0,0,0,0,75,20,43,1024,65.7,16,50.6,4,3,2018-09-23T04:44:27Z,2018-09-23T16:51:35Z,0.45,Partially cloudy,Partly cloudy throughout the day.
"New York City,USA",2018-09-24T00:00:00Z,21.6,16.6,18.6,21.6,16.6,18.6,13.5,72.5,0,0,0,0,0,40.7,31.6,45.8,1030.2,59.8,16,135.9,11.6,7,2018-09-24T04:45:27Z,2018-09-24T16:49:54Z,0.5,Partially cloudy,Partly cloudy throughout the day.
"New York City,USA",2018-09-25T00:00:00Z,23.3,16.1,19.7,23.3,16.1,19.7,18.1,90.5,26.885,100,62.5,0,0,47.7,30.8,47.8,1025.7,93.7,12.1,19.5,1.6,1,2018-09-25T04:46:27Z,2018-09-25T16:48:12Z,0.52,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
"New York City,USA",2018-09-26T00:00:00Z,29.9,22.2,24.7,33.8,22.2,25.4,22.3,87.4,3.816,100,25,0,0,38.9,12.4,237.4,1015.4,76.1,15.2,105.1,9.2,5,2018-09-26T04:47:26Z,2018-09-26T16:46:31Z,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
"New York City,USA",2018-09-27T00:00:00Z,24.8,18.2,20.9,24.8,18.2,20.9,13.9,65.1,0,0,0,0,0,86.8,21.9,51.8,1019.1,54.5,16,172,14.8,7,2018-09-27T04:48:26Z,2018-09-27T16:44:51Z,0.59,Partially cloudy,Becoming cloudy in the afternoon.
"New York City,USA",2018-09-28T00:00:00Z,20,15.5,17.4,20,15.5,17.4,14.7,84.7,12.747,100,37.5,0,0,85,25,34.3,1017.5,79.2,13.8,58.8,5.1,3,2018-09-28T04:49:27Z,2018-09-28T16:43:10Z,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
"New York City,USA",2018-09-29T00:00:00Z,24.8,15.6,19.5,24.8,15.6,19.5,13.4,69.8,0,0,0,0,0,76,23.5,282.2,1022.3,28.5,15.6,188.5,16.2,7,2018-09-29T04:50:27Z,2018-09-29T16:41:30Z,0.66,Partially cloudy,Partly cloudy throughout the day.
"New York City,USA",2018-09-30T00:00:00Z,22.7,15.5,19.3,22.7,15.5,19.3,12.1,63.6,0,0,0,0,0,79.6,23.3,52,1026.8,0.4,16,195.5,16.8,7,2018-09-30T04:51:28Z,2018-09-30T16:39:50Z,0.7,Clear,Clear conditions throughout the day.
"New York City,USA",2020-06-01T00:00:00Z,23.2,11.7,17.3,23.2,11.7,17.3,3.5,40.8,0,0,0,0,0,50.8,20.6,281.4,1021.8,37.3,16,288.4,24.9,8,2020-06-01T03:26:56Z,2020-06-01T18:21:25Z,0.35,Partially cloudy,Becoming cloudy in the afternoon.
"New York City,USA",2020-06-02T00:00:00Z,23.3,15.1,19.3,23.3,15.1,19.3,8.3,49.5,0,0,0,0,0,18.4,18.4,259.4,1015.4,53.3,16,178.7,15.2,7,2020-06-02T03:26:32Z,2020-06-02T18:22:07Z,0.39,Partially cloudy,Partly cloudy throughout the day.
"New York City,USA",2020-06-03T00:00:00Z,26.1,16.2,21,26.1,16.2,21,16.3,75.2,9.296,100,25,0,0,46.4,22.3,263.4,1005.1,23.7,15.4,190,16.5,7,2020-06-03T03:26:10Z,2020-06-03T18:22:48Z,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
"New York City,USA",2020-06-04T00:00:00Z,30.6,19.4,23.7,30.4,19.4,23.7,17,68.5,0.23,100,4.17,0,0,83.2,13.2,216.9,1010.6,17.1,16,262.8,22.8,8,2020-06-04T03:25:50Z,2020-06-04T18:23:28Z,0.46,Rain,Clear conditions throughout the day with afternoon rain.
"New York City,USA",2020-06-05T00:00:00Z,28.2,20,22.5,29.9,20,22.7,19.7,84.7,4.264,100,33.33,0,0,31.7,16.5,246.3,1012.5,54.7,15.4,106.1,9.2,5,2020-06-05T03:25:32Z,2020-06-05T18:24:07Z,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
"New York City,USA",2020-06-06T00:00:00Z,30,20.7,24.8,32.3,20.7,25.2,17.8,69.9,2.329,100,16.67,0,0,59,18.3,256.8,1008.2,40.9,14.9,254.9,22.1,9,2020-06-06T03:25:16Z,2020-06-06T18:24:44Z,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
"New York City,USA",2020-06-07T00:00:00Z,26.5,17.8,22.3,26.5,17.8,22.3,9.1,44.1,0.23,100,4.17,0,0,47.9,22.4,351.6,1012,40.8,16,309.8,26.6,10,2020-06-07T03:25:02Z,2020-06-07T18:25:19Z,0.56,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.
"New York City,USA",2020-06-08T00:00:00Z,27.7,17.1,21.8,26.9,17.1,21.7,9,45.2,0,0,0,0,0,59,16.5,281.6,1016,1.8,16,342.7,29.7,10,2020-06-08T03:24:50Z,2020-06-08T18:25:53Z,0.59,Clear,Clear conditions throughout the day.
"New York City,USA",2020-06-09T00:00:00Z,30.7,18.4,24.6,30.3,18.4,24.5,13.9,52.6,0,0,0,0,0,35.3,14.9,246,1013.9,0.6,16,328,28.3,9,2020-06-09T03:24:40Z,2020-06-09T18:26:26Z,0.62,Clear,Clear conditions throughout the day.
"New York City,USA",2020-06-10T00:00:00Z,28.3,21.7,24.5,30.3,21.7,24.8,17.8,66.8,0,0,0,0,0,48.1,20.6,95.5,1014.7,1.2,16,314.2,27.2,9,2020-06-10T03:24:32Z,2020-06-10T18:26:57Z,0.66,Clear,Clear conditions throughout the day.
"New York City,USA",2020-06-11T00:00:00Z,27.2,21.8,23.4,29,21.8,23.5,20.3,83.2,0.541,100,12.5,0,0,53.6,29.3,235,1015.6,76.8,15.9,114.3,9.6,5,2020-06-11T03:24:26Z,2020-06-11T18:27:26Z,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
"New York City,USA",2020-06-12T00:00:00Z,29.3,20.7,25,28,20.7,24.7,14,55.3,0,0,0,0,0,57.2,16.6,247.8,1017.9,30.8,15.9,294.7,25.5,10,2020-06-12T03:24:22Z,2020-06-12T18:27:54Z,0.72,Partially cloudy,Becoming cloudy in the afternoon.
"New York City,USA",2020-06-13T00:00:00Z,25.5,16.7,20.9,25.5,16.7,20.9,8,44.3,0,0,0,0,0,38.9,25.8,18.1,1021.5,4.5,16,346,29.8,10,2020-06-13T03:24:20Z,2020-06-13T18:28:20Z,0.75,Clear,Clear conditions throughout the day.
"New York City,USA",2020-06-14T00:00:00Z,24.2,14.3,18.8,24.2,14.3,18.8,8.1,50.4,0,0,0,0,0,37.1,25.7,70,1027.8,9.7,16,343.1,29.6,10,2020-06-14T03:24:19Z,2020-06-14T18:28:45Z,0.79,Clear,Clear conditions throughout the day.
"New York City,USA",2020-06-15T00:00:00Z,23.4,17.1,19.6,23.4,17.1,19.6,11.7,61.2,0,0,0,0,0,33.5,24.2,63.1,1029.1,3.3,16,293.8,25.3,9,2020-06-15T03:24:21Z,2020-06-15T18:29:08Z,0.82,Clear,Clear conditions throughout the day.
"New York City,USA",2020-06-16T00:00:00Z,25,17.1,20.5,25,17.1,20.5,11.7,58.5,0,0,0,0,0,33.5,24.1,64.5,1028,0.7,16,336.3,29,10,2020-06-16T03:24:25Z,2020-06-16T18:29:29Z,0.85,Clear,Clear conditions throughout the day.
"New York City,USA",2020-06-17T00:00:00Z,26.1,17.8,20.6,26.1,17.8,20.6,14.5,69.1,0,0,0,0,0,33.5,24.2,58.5,1024.6,34.9,16,275,23.8,10,2020-06-17T03:24:30Z,2020-06-17T18:29:48Z,0.88,Partially cloudy,Becoming cloudy in the afternoon.
"New York City,USA",2020-06-18T00:00:00Z,24.4,18.9,21,24.4,18.9,21,17.9,83,0,0,0,0,0,18.4,18.4,97.7,1021.9,84.6,15.8,196.4,17,6,2020-06-18T03:24:38Z,2020-06-18T18:30:06Z,0.92,Partially cloudy,Partly cloudy throughout the day.
"New York City,USA",2020-06-19T00:00:00Z,27.3,18.4,22.4,28.2,18.4,22.5,18,78.3,0,0,0,0,0,38.9,24.3,199.6,1020.1,46.2,14,306.9,26.5,10,2020-06-19T03:24:47Z,2020-06-19T18:30:21Z,0.95,Partially cloudy,Clearing in the afternoon.
"New York City,USA",2020-06-20T00:00:00Z,29.4,20.7,24.2,30.5,20.7,24.6,18.5,71.7,0,0,0,0,0,64.1,18.1,232.5,1017.9,1.4,16,277.2,23.8,9,2020-06-20T03:24:58Z,2020-06-20T18:30:35Z,0.98,Clear,Clear conditions throughout the day.
"New York City,USA",2020-06-21T00:00:00Z,30,20.7,24.8,31.4,20.7,25.3,18.9,70.9,0,0,0,0,0,29.5,12.8,229.1,1016,1.1,16,325.3,27.9,9,2020-06-21T03:25:11Z,2020-06-21T18:30:47Z,0,Clear,Clear conditions throughout the day.
"New York City,USA",2020-06-22T00:00:00Z,32.2,21.8,26.2,33.8,21.8,26.8,19.2,67.4,0,0,0,0,0,37.1,21.6,205.9,1014,1.1,16,322.4,27.9,9,2020-06-22T03:25:26Z,2020-06-22T18:30:57Z,0.05,Clear,Clear conditions throughout the day.
"New York City,USA",2020-06-23T00:00:00Z,28.9,22.9,25.7,30.7,22.9,26.4,19.9,71.4,0,0,0,0,0,38.9,20.2,178.8,1008.9,5.1,16,302.3,26.2,9,2020-06-23T03:25:43Z,2020-06-23T18:31:05Z,0.09,Clear,Clear conditions throughout the day.
"New York City,USA",2020-06-24T00:00:00Z,30,23.4,26.5,29.2,23.4,26.3,17.2,60.2,0,0,0,0,0,40.7,23.7,260.4,1006.5,27.8,16,301.3,26.1,9,2020-06-24T03:26:01Z,2020-06-24T18:31:11Z,0.12,Partially cloudy,Partly cloudy throughout the day.
"New York City,USA",2020-06-25T00:00:00Z,29.4,22.2,25.1,28.8,22.2,25,14.4,52.8,0,0,0,0,0,69.4,17.9,221.6,1014.2,11.5,16,255.4,22.1,9,2020-06-25T03:26:21Z,2020-06-25T18:31:15Z,0.16,Clear,Clear conditions throughout the day.
"New York City,USA",2020-06-26T00:00:00Z,30.6,20.7,25.5,29.6,20.7,25.3,15.1,55.8,0,0,0,0,0,35.3,21.7,258.6,1014,22.7,16,300.6,26.1,10,2020-06-26T03:26:43Z,2020-06-26T18:31:17Z,0.19,Partially cloudy,Becoming cloudy in the afternoon.
"New York City,USA",2020-06-27T00:00:00Z,26,21.8,24.2,26,21.8,24.2,18.5,71.2,0.901,100,20.83,0,0,53.6,24,254.5,1009.1,23.1,15.7,107,9.2,4,2020-06-27T03:27:06Z,2020-06-27T18:31:18Z,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
"New York City,USA",2020-06-28T00:00:00Z,31.2,22.3,25.8,33.6,22.3,26.7,20.5,74.3,4.399,100,4.17,0,0,37.1,13.1,232.2,1006.9,16.8,15.7,272.6,23.4,10,2020-06-28T03:27:31Z,2020-06-28T18:31:16Z,0.25,Rain,Clear conditions throughout the day with late afternoon rain.
"New York City,USA",2020-06-29T00:00:00Z,31.6,21.7,25.3,32,21.7,25.6,18.5,67.9,2.106,100,8.33,0,0,76,19.8,9,1009.2,23.1,16,272.7,23.5,9,2020-06-29T03:27:58Z,2020-06-29T18:31:12Z,0.3,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.
"New York City,USA",2020-06-30T00:00:00Z,27,20.6,23.1,27.9,20.6,23.1,18,73.3,0.23,100,4.17,0,0,94.3,16.6,13.1,1012.1,33.4,16,189.8,16.3,8,2020-06-30T03:28:26Z,2020-06-30T18:31:06Z,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
"New York City,USA",2020-07-01T00:00:00Z,25.7,19.5,22.8,25.7,19.5,22.8,18.5,77.5,13.809,100,16.67,0,0,88.9,11.5,160.6,1011.7,28.7,15.7,206.6,17.9,8,2020-07-01T03:28:56Z,2020-07-01T18:30:58Z,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
"New York City,USA",2020-07-02T00:00:00Z,32.2,21.1,26.4,33.5,21.1,27,18.4,63.5,0,0,0,0,0,14.3,14.3,339.6,1009.9,15.9,16,300.4,25.9,9,2020-07-02T03:29:27Z,2020-07-02T18:30:48Z,0.41,Clear,Clear conditions throughout the day.
"New York City,USA",2020-07-03T00:00:00Z,32.8,23.3,27.8,35,23.3,28.7,19.5,62.1,0.2,100,16.67,0,0,37.1,25.8,61.6,1010.1,38.2,15.9,214.4,18.3,7,2020-07-03T03:30:00Z,2020-07-03T18:30:37Z,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
"New York City,USA",2020-07-04T00:00:00Z,31.1,21.1,24.7,32.6,21.1,25,19.2,73.5,0.277,100,8.33,0,0,16.2,16.2,88.1,1013.1,52.3,15.2,267,23.1,10,2020-07-04T03:30:34Z,2020-07-04T18:30:23Z,0.48,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.
"New York City,USA",2020-07-05T00:00:00Z,33.8,22.2,26.9,35.2,22.2,27.8,19.8,67.9,0,0,0,0,0,14.5,14.5,238.1,1014,31.6,15.7,310.6,26.8,9,2020-07-05T03:31:09Z,2020-07-05T18:30:07Z,0.5,Partially cloudy,Clearing in the afternoon.
"New York City,USA",2020-07-06T00:00:00Z,33.9,22.2,26.2,34.5,22.2,26.6,19.5,69,0.646,100,20.83,0,0,51,21.9,245.8,1016.7,15.5,15.6,253.6,21.8,9,2020-07-06T03:31:46Z,2020-07-06T18:29:49Z,0.55,Rain,Clear conditions throughout the day with rain.
"New York City,USA",2020-07-07T00:00:00Z,27.6,22.8,25,29.4,22.8,25.5,21,78.7,0,0,0,0,0,27.7,16.1,86.1,1019.1,81.1,16,193.5,16.6,7,2020-07-07T03:32:24Z,2020-07-07T18:29:29Z,0.58,Partially cloudy,Partly cloudy throughout the day.
